account_angaza_id,effective_date,angaza_id,amount_towards_follow_on
AC8641769,2023-09-19,US122086,3000
AC8666717,2023-09-19,US056321,20
AC8661932,2023-09-19,US134593,900
AC8683924,2023-09-19,US151612,40
AC8643919,2023-09-19,US123874,1200
AC8685388,2023-09-19,US098371,1800
AC8662194,2023-09-19,US111538,1500
AC8664226,2023-09-19,US169418,1500
AC8652115,2023-09-19,US154753,10
AC8679695,2023-09-19,US098446,14000
AC8688375,2023-09-19,US123333,3000
AC8686836,2023-09-19,US018486,40
AC8641158,2023-09-19,US076214,6300
AC8636608,2023-09-19,US076214,16800
AC8686969,2023-09-19,US160409,40
AC8642929,2023-09-19,US174334,100
AC8664498,2023-09-19,US000523,36
AC8647171,2023-09-19,US171628,1250
AC8661544,2023-09-19,US041371,20
AC8650090,2023-09-19,US134593,2000
AC8673263,2023-09-19,US063002,35
AC8646814,2023-09-19,US177412,100
AC8690423,2023-09-19,US134593,1800
AC8663050,2023-09-19,US034964,20
AC8688335,2023-09-19,US018486,100
AC8679328,2023-09-19,US063242,40
AC8648538,2023-09-19,US128185,20
AC8646885,2023-09-19,US111538,1250
AC8670545,2023-09-19,US119209,2950
AC8682790,2023-09-19,US124811,200
AC8685382,2023-09-19,US016694,300
AC8668487,2023-09-19,US126431,2500
AC8662989,2023-09-19,US134272,20
AC8680350,2023-09-19,US123400,8000
AC8656463,2023-09-19,US122746,20
AC8653109,2023-09-19,US098835,20
AC8691928,2023-09-19,US005427,1500
AC8665325,2023-09-19,US124811,20
AC8640941,2023-09-19,US100593,20
AC8667975,2023-09-19,US119938,1200
AC8662207,2023-09-19,US011650,5000
AC8644973,2023-09-19,US117835,20
AC8666463,2023-09-19,US050200,100
AC8652936,2023-09-19,US107734,1300
AC8671897,2023-09-19,US063002,20
AC8640096,2023-09-19,US058887,1200
AC8688069,2023-09-19,US085138,20
AC8653747,2023-09-19,US017129,120
AC8637990,2023-09-19,US085138,25
AC8673104,2023-09-19,US053815,475
AC8673132,2023-09-19,US023924,80
AC8637478,2023-09-19,US054337,60
AC8674110,2023-09-19,US036649,100
AC8671604,2023-09-19,US137363,20
AC8686660,2023-09-19,US038024,1500
AC8666049,2023-09-19,US117827,20
AC8679468,2023-09-19,US075607,20
AC8659560,2023-09-19,US100627,100
AC8672802,2023-09-19,US123572,20
AC8674057,2023-09-19,US036649,20
AC8680696,2023-09-19,US100593,15
AC8642123,2023-09-19,US081905,4860
AC8685773,2023-09-19,US110976,2000
AC8676032,2023-09-19,US151612,20
AC8677178,2023-09-19,US008496,40
AC8657310,2023-09-19,US177412,20
AC8657829,2023-09-19,US068212,40
AC8674161,2023-09-19,US174334,20
AC8689872,2023-09-19,US111194,140
AC8648307,2023-09-19,US008494,20
AC8686625,2023-09-19,US160409,15
AC8690563,2023-09-19,US175569,1250
AC8680654,2023-09-19,US178050,100
AC8682044,2023-09-19,US117835,20
AC8675938,2023-09-19,US079445,20
AC8684088,2023-09-19,US098371,10000
AC8677901,2023-09-19,US178361,6300
AC8673125,2023-09-19,US113329,850
AC8676020,2023-09-19,US063473,20
AC8680156,2023-09-19,US122684,80
AC8653211,2023-09-19,US039767,100
AC8675209,2023-09-19,US050935,40
AC8638445,2023-09-19,US069462,30
AC8653156,2023-09-19,US000523,60
AC8693403,2023-09-19,US164053,5000
AC8663720,2023-09-19,US100627,20
AC8688731,2023-09-19,US143947,3000
AC8683345,2023-09-19,US122746,20
AC8656915,2023-09-19,US132410,20
AC8680518,2023-09-19,US098371,4000
AC8688647,2023-09-19,US141355,20
AC8667823,2023-09-19,US109934,20
AC8679308,2023-09-19,US063242,20
AC8647134,2023-09-19,US100866,1250
AC8654578,2023-09-19,US134061,1250
AC8661361,2023-09-19,US101368,4500
AC8672302,2023-09-19,US155263,35
AC8662814,2023-09-19,US083467,1200
AC8664473,2023-09-19,US062428,1500
AC8667508,2023-09-19,US079445,200
AC8647834,2023-09-19,US154443,1500
AC8688166,2023-09-19,US174782,1250
AC8680849,2023-09-19,US134422,20
AC8651352,2023-09-19,US174630,5000
AC8658053,2023-09-19,US130056,6000
AC8654603,2023-09-19,US133027,20
AC8656835,2023-09-19,US068212,480
AC8691358,2023-09-19,US111228,100
AC8650575,2023-09-19,US125680,100
AC8635651,2023-09-19,US111194,475
AC8690445,2023-09-19,US151612,20
AC8672784,2023-09-19,US008494,40
AC8693629,2023-09-19,US126630,2350
AC8635636,2023-09-19,US149494,1250
AC8670562,2023-09-19,US077003,28
AC8688453,2023-09-19,US168203,2500
AC8661015,2023-09-19,US169450,2000
AC8684756,2023-09-19,US162437,9800
AC8677857,2023-09-19,US035806,30
AC8676757,2023-09-19,US133027,300
AC8647548,2023-09-19,US128185,140
AC8690358,2023-09-19,US056321,100
AC8684210,2023-09-19,US037823,9800
AC8640837,2023-09-19,US107628,1200
AC8676582,2023-09-19,US102532,900
AC8693292,2023-09-19,US163012,60
AC8691416,2023-09-19,US042923,1500
AC8650947,2023-09-19,US037823,10000
AC8648522,2023-09-19,US009073,2450
AC8678130,2023-09-19,US005427,900
AC8680475,2023-09-19,US051868,100
AC8651773,2023-09-19,US111194,40
AC8666764,2023-09-19,US075607,10
AC8637527,2023-09-19,US066406,3000
AC8637433,2023-09-19,US056690,900
AC8643025,2023-09-19,US075607,99
AC8644380,2023-09-19,US063983,20
AC8669163,2023-09-19,US121788,60
AC8692467,2023-09-19,US123152,350
AC8651962,2023-09-19,US169418,1250
AC8686118,2023-09-19,US011278,100
AC8646786,2023-09-19,US163012,20
AC8643317,2023-09-19,US038542,480
AC8642700,2023-09-19,US174949,1250
AC8640659,2023-09-19,US094912,2000
AC8686557,2023-09-19,US044812,5000
AC8687820,2023-09-19,US016694,60
AC8644311,2023-09-19,US134595,1800
AC8669889,2023-09-19,US075607,20
AC8677296,2023-09-19,US117457,20
AC8657747,2023-09-19,US068212,20
AC8637327,2023-09-19,US068212,100
AC8664143,2023-09-19,US107722,1200
AC8641315,2023-09-19,US124811,100
AC8648182,2023-09-19,US063002,50
AC8654875,2023-09-19,US101827,1250
AC8653729,2023-09-19,US058887,900
AC8676798,2023-09-19,US161460,100
AC8665754,2023-09-19,US080182,110
AC8663360,2023-09-19,US162457,100
AC8687810,2023-09-19,US067418,100
AC8661941,2023-09-19,US022940,20
AC8683261,2023-09-19,US022940,40
AC8638697,2023-09-19,US063002,20
AC8681969,2023-09-19,US123067,500
AC8643842,2023-09-19,US151612,20
AC8646004,2023-09-19,US174527,50
AC8641385,2023-09-19,US083717,100
AC8671676,2023-09-18,US130181,2000
AC8644340,2023-09-18,US136214,1250
AC8652619,2023-09-18,US161653,1250
AC8650326,2023-09-18,US074534,40
AC8655082,2023-09-18,US156695,60
AC8671585,2023-09-18,US100593,100
AC8639887,2023-09-18,US156052,3000
AC8676586,2023-09-18,US125174,80
AC8652017,2023-09-18,US123304,40
AC8684088,2023-09-18,US098371,1800
AC8667004,2023-09-18,US159752,2500
AC8648730,2023-09-18,US137865,20
AC8664853,2023-09-18,US133003,60
AC8641079,2023-09-18,US168274,1250
AC8653489,2023-09-18,US056542,30
AC8680849,2023-09-18,US134422,20
AC8652115,2023-09-18,US154753,20
AC8676020,2023-09-18,US063473,20
AC8688426,2023-09-18,US146195,100
AC8638131,2023-09-18,US151873,40
AC8681937,2023-09-18,US034964,60
AC8648352,2023-09-18,US134318,9800
AC8664498,2023-09-18,US000523,35
AC8676440,2023-09-18,US134595,2000
AC8639997,2023-09-18,US125998,20
AC8658242,2023-09-18,US098371,900
AC8691599,2023-09-18,US130532,20
AC8685478,2023-09-18,US036649,20
AC8641376,2023-09-18,US174782,1250
AC8657163,2023-09-18,US126431,2000
AC8656961,2023-09-18,US101477,40
AC8647630,2023-09-18,US016694,70
AC8645355,2023-09-18,US075607,40
AC8676519,2023-09-18,US137865,100
AC8673828,2023-09-18,US134595,1800
AC8646821,2023-09-18,US173828,1250
AC8691012,2023-09-18,US170399,3600
AC8673801,2023-09-18,US174527,100
AC8655981,2023-09-18,US137602,100
AC8641676,2023-09-18,US070234,20
AC8665129,2023-09-18,US174527,60
AC8664567,2023-09-18,US133027,475
AC8690450,2023-09-18,US121788,50
AC8664473,2023-09-18,US062428,1500
AC8665325,2023-09-18,US124811,20
AC8640917,2023-09-18,US056135,20
AC8670562,2023-09-18,US077003,20
AC8689127,2023-09-18,US130532,100
AC8676523,2023-09-18,US022940,60
AC8660434,2023-09-18,US125680,60
AC8649371,2023-09-18,US009411,20
AC8673488,2023-09-18,US154753,20
AC8668305,2023-09-18,US175847,1900
AC8675125,2023-09-18,US130939,40
AC8675323,2023-09-18,US080986,28000
AC8681039,2023-09-18,US008496,500
AC8648538,2023-09-18,US128185,40
AC8635106,2023-09-18,US063002,20
AC8675945,2023-09-18,US127979,4000
AC8673263,2023-09-18,US063002,40
AC8646964,2023-09-18,US036649,100
AC8646786,2023-09-18,US163012,20
AC8685997,2023-09-18,US111211,80
AC8663390,2023-09-18,US100593,20
AC8679067,2023-09-18,US170399,2900
AC8688639,2023-09-18,US154921,2500
AC8650413,2023-09-18,US044099,100
AC8675834,2023-09-18,US151612,75
AC8661932,2023-09-18,US134593,900
AC8681358,2023-09-18,US130014,1500
AC8674161,2023-09-18,US174334,20
AC8652085,2023-09-18,US170265,3500
AC8680696,2023-09-18,US100593,15
AC8642441,2023-09-18,US127649,1250
AC8638168,2023-09-18,US060503,80
AC8653643,2023-09-18,US123148,100
AC8643153,2023-09-18,US122086,3000
AC8642924,2023-09-18,US049631,20
AC8645760,2023-09-18,US066406,3000
AC8692467,2023-09-18,US123152,34
AC8674325,2023-09-18,US075607,100
AC8667863,2023-09-18,US119659,30
AC8636954,2023-09-18,US119334,1250
AC8683345,2023-09-18,US122746,20
AC8660304,2023-09-18,US132410,200
AC8637988,2023-09-18,US130532,40
AC8692464,2023-09-18,US079445,20
AC8680480,2023-09-18,US134422,50
AC8686502,2023-09-18,US098371,1800
AC8646283,2023-09-18,US075607,100
AC8643343,2023-09-18,US126630,1500
AC8679637,2023-09-18,US109934,50
AC8681326,2023-09-18,US111979,40
AC8641183,2023-09-18,US174953,1500
AC8690112,2023-09-18,US128185,120
AC8665800,2023-09-18,US008494,20
AC8639358,2023-09-18,US136684,50
AC8656749,2023-09-18,US077013,10800
AC8692900,2023-09-18,US171401,1250
AC8671568,2023-09-18,US156695,40
AC8647847,2023-09-18,US078581,20
AC8644633,2023-09-18,US122746,20
AC8654603,2023-09-18,US133027,20
AC8690445,2023-09-18,US151612,20
AC8656919,2023-09-18,US123192,500
AC8689907,2023-09-18,US164488,20000
AC8688479,2023-09-18,US162356,1250
AC8686209,2023-09-18,US174527,20
AC8663422,2023-09-18,US174334,40
AC8669951,2023-09-18,US075607,1210
AC8670317,2023-09-18,US174334,40
AC8686635,2023-09-18,US117946,2500
AC8642970,2023-09-18,US163012,100
AC8644236,2023-09-18,US009411,80
AC8690843,2023-09-18,US063207,1500
AC8683097,2023-09-18,US134272,200
AC8640941,2023-09-18,US100593,20
AC8671831,2023-09-18,US034964,105
AC8643842,2023-09-18,US151612,20
AC8674755,2023-09-18,US000523,90
AC8691358,2023-09-18,US111228,45
AC8674100,2023-09-18,US063473,120
AC8638126,2023-09-18,US008494,40
AC8689404,2023-09-18,US134494,6000
AC8676582,2023-09-18,US102532,900
AC8693531,2023-09-18,US063002,40
AC8667823,2023-09-18,US109934,18
AC8666247,2023-09-18,US119334,1400
AC8677149,2023-09-18,US130532,20
AC8637433,2023-09-18,US056690,1000
AC8677886,2023-09-18,US033875,100
AC8668718,2023-09-18,US137363,100
AC8665104,2023-09-18,US133027,50
AC8640644,2023-09-18,US117835,200
AC8650715,2023-09-18,US119938,5000
AC8688611,2023-09-18,US112247,2700
AC8658942,2023-09-18,US045481,12600
AC8689398,2023-09-18,US018486,40
AC8671897,2023-09-18,US063002,20
AC8670952,2023-09-18,US111194,60
AC8634917,2023-09-18,US148889,20
AC8637288,2023-09-18,US174949,1250
AC8654912,2023-09-18,US134595,1800
AC8657464,2023-09-18,US082170,100
AC8651653,2023-09-18,US156695,100
AC8643925,2023-09-18,US151612,100
AC8673676,2023-09-18,US137865,40
AC8636748,2023-09-18,US123192,1000
AC8688312,2023-09-18,US142665,1250
AC8640300,2023-09-18,US160815,1300
AC8663278,2023-09-18,US125680,40
AC8665384,2023-09-18,US136218,2000
AC8685388,2023-09-18,US098371,900
AC8693264,2023-09-18,US176780,2700
AC8637934,2023-09-18,US098835,40
AC8683920,2023-09-18,US164488,5000
AC8691839,2023-09-18,US100410,20
AC8679653,2023-09-18,US100593,60
AC8666717,2023-09-18,US056321,20
AC8670461,2023-09-18,US079445,150
AC8639428,2023-09-18,US148353,1200
AC8676403,2023-09-18,US038024,2450
AC8665287,2023-09-18,US075607,200
AC8651339,2023-09-18,US119659,100
AC8645184,2023-09-18,US071312,6300
AC8664763,2023-09-18,US084416,1250
AC8648307,2023-09-18,US008494,20
AC8638316,2023-09-18,US110563,3500
AC8651546,2023-09-18,US137366,2000
AC8638697,2023-09-18,US063002,80
AC8634900,2023-09-18,US078092,40
AC8686836,2023-09-18,US018486,20
AC8640525,2023-09-18,US111194,100
AC8664417,2023-09-18,US117916,1250
AC8692509,2023-09-18,US011278,20
AC8682471,2023-09-18,US123304,240
AC8688069,2023-09-18,US085138,20
AC8657810,2023-09-18,US133003,100
AC8656368,2023-09-18,US119659,20
AC8660321,2023-09-18,US100627,60
AC8636334,2023-09-18,US063002,200
AC8652309,2023-09-18,US048770,6300
AC8681289,2023-09-18,US093912,1800
AC8685204,2023-09-18,US164814,80
AC8666764,2023-09-18,US075607,20
AC8644973,2023-09-18,US117835,20
AC8654688,2023-09-18,US123798,1250
AC8691442,2023-09-18,US174334,50
AC8668855,2023-09-18,US093912,4500
AC8690543,2023-09-18,US137637,4100
AC8637990,2023-09-18,US085138,20
AC8671588,2023-09-18,US137363,20
AC8688778,2023-09-18,US174560,900
AC8646974,2023-09-18,US123572,20
AC8655595,2023-09-18,US098371,1200
AC8692561,2023-09-18,US156750,1250
AC8675071,2023-09-18,US111194,475
AC8663267,2023-09-18,US169964,20000
AC8668586,2023-09-18,US066558,40
AC8682720,2023-09-18,US174334,40
AC8679554,2023-09-18,US114262,2000
AC8685970,2023-09-18,US171879,1500
AC8636449,2023-09-18,US133027,20
AC8643800,2023-09-18,US164064,1500
AC8657829,2023-09-18,US068212,20
AC8685563,2023-09-18,US171628,1250
AC8666463,2023-09-18,US050200,100
AC8661126,2023-09-18,US134272,200
AC8676288,2023-09-18,US119562,500
AC8656455,2023-09-18,US114608,2000
AC8648724,2023-09-18,US126431,3000
AC8679371,2023-09-18,US155203,1050
AC8643288,2023-09-18,US149494,1250
AC8639152,2023-09-18,US169964,6500
AC8689059,2023-09-18,US171401,1500
AC8644407,2023-09-18,US114608,3400
AC8672208,2023-09-18,US133027,80
AC8644846,2023-09-18,US092533,3000
AC8670352,2023-09-18,US160409,140
AC8656915,2023-09-18,US132410,20
AC8672018,2023-09-18,US008494,30
AC8637327,2023-09-18,US068212,100
AC8677891,2023-09-18,US100627,100
AC8663050,2023-09-18,US034964,20
AC8654279,2023-09-18,US132410,100
AC8682285,2023-09-18,US135281,60
AC8657310,2023-09-18,US177412,20
AC8680991,2023-09-18,US077003,45
AC8679113,2023-09-18,US119659,100
AC8662989,2023-09-18,US134272,20
AC8653747,2023-09-18,US017129,120
AC8663366,2023-09-18,US100593,60
AC8667275,2023-09-18,US068212,140
AC8650090,2023-09-18,US134593,900
AC8669163,2023-09-18,US121788,20
AC8668945,2023-09-18,US130532,350
AC8685829,2023-09-18,US125998,40
AC8639220,2023-09-18,US174334,100
AC8665506,2023-09-18,US054337,100
AC8678130,2023-09-18,US005427,900
AC8681063,2023-09-18,US137865,20
AC8641639,2023-09-18,US128983,3400
AC8634788,2023-09-18,US174334,20
AC8661510,2023-09-18,US134595,2500
AC8637543,2023-09-18,US163021,20
AC8653272,2023-09-18,US133682,1250
AC8690091,2023-09-18,US067418,50
AC8646018,2023-09-18,US081905,14000
AC8639955,2023-09-18,US136635,1250
AC8681881,2023-09-17,US168298,1250
AC8654466,2023-09-17,US124811,100
AC8691901,2023-09-17,US174527,30
AC8686012,2023-09-17,US159562,1250
AC8658010,2023-09-17,US056690,10500
AC8679425,2023-09-17,US063002,60
AC8650575,2023-09-17,US125680,20
AC8673263,2023-09-17,US063002,35
AC8660434,2023-09-17,US125680,20
AC8673676,2023-09-17,US137865,40
AC8672302,2023-09-17,US155263,35
AC8686808,2023-09-17,US121833,4500
AC8658631,2023-09-17,US151873,60
AC8677149,2023-09-17,US130532,20
AC8637676,2023-09-17,US138437,140
AC8639209,2023-09-17,US125998,60
AC8688426,2023-09-17,US146195,100
AC8652199,2023-09-17,US112247,27000
AC8662118,2023-09-17,US125998,40
AC8681493,2023-09-17,US041371,30
AC8676523,2023-09-17,US022940,60
AC8681547,2023-09-17,US118040,190
AC8677060,2023-09-17,US137865,80
AC8672018,2023-09-17,US008494,20
AC8665325,2023-09-17,US124811,20
AC8645812,2023-09-17,US174782,1250
AC8683261,2023-09-17,US022940,40
AC8657310,2023-09-17,US177412,20
AC8675945,2023-09-17,US127979,2800
AC8637327,2023-09-17,US068212,100
AC8690423,2023-09-17,US134593,1800
AC8661230,2023-09-17,US117471,100
AC8691183,2023-09-17,US170399,2000
AC8690652,2023-09-17,US126431,1250
AC8688452,2023-09-17,US056321,100
AC8646974,2023-09-17,US123572,20
AC8645355,2023-09-17,US075607,20
AC8669163,2023-09-17,US121788,20
AC8686660,2023-09-17,US038024,1500
AC8682796,2023-09-17,US063207,1250
AC8679468,2023-09-17,US075607,20
AC8653747,2023-09-17,US017129,120
AC8691408,2023-09-17,US155190,2700
AC8692464,2023-09-17,US079445,20
AC8659071,2023-09-17,US117471,20
AC8679637,2023-09-17,US109934,25
AC8683750,2023-09-17,US011278,60
AC8656915,2023-09-17,US132410,20
AC8641491,2023-09-17,US119562,140
AC8681063,2023-09-17,US137865,20
AC8639678,2023-09-17,US056690,10500
AC8657829,2023-09-17,US068212,20
AC8635897,2023-09-17,US117835,1500
AC8693506,2023-09-17,US122086,2000
AC8672784,2023-09-17,US008494,40
AC8671568,2023-09-17,US156695,20
AC8680849,2023-09-17,US134422,20
AC8678130,2023-09-17,US005427,900
AC8657554,2023-09-17,US081905,9800
AC8648730,2023-09-17,US137865,20
AC8635614,2023-09-17,US046584,40
AC8640072,2023-09-17,US075607,80
AC8664255,2023-09-17,US114239,1250
AC8663422,2023-09-17,US174334,40
AC8676586,2023-09-17,US125174,20
AC8683848,2023-09-17,US008496,60
AC8692509,2023-09-17,US011278,20
AC8638464,2023-09-17,US143758,1250
AC8674701,2023-09-17,US109241,8500
AC8666463,2023-09-17,US050200,100
AC8647619,2023-09-17,US111979,100
AC8644380,2023-09-17,US063983,40
AC8666717,2023-09-17,US056321,20
AC8688069,2023-09-17,US085138,20
AC8657905,2023-09-17,US109934,60
AC8636449,2023-09-17,US133027,20
AC8636007,2023-09-17,US071312,20000
AC8683139,2023-09-17,US041680,50
AC8652085,2023-09-17,US170265,500
AC8637990,2023-09-17,US085138,20
AC8638846,2023-09-17,US111194,40
AC8656368,2023-09-17,US119659,20
AC8655206,2023-09-17,US084416,1250
AC8681289,2023-09-17,US093912,900
AC8687034,2023-09-17,US009073,4500
AC8675125,2023-09-17,US130939,20
AC8651374,2023-09-17,US108053,3000
AC8677654,2023-09-17,US123152,20
AC8671482,2023-09-17,US056690,4900
AC8685627,2023-09-17,US175771,1250
AC8645406,2023-09-17,US037466,280
AC8686732,2023-09-17,US123329,5000
AC8646724,2023-09-17,US078581,475
AC8657243,2023-09-17,US154298,100
AC8670516,2023-09-17,US009411,500
AC8649371,2023-09-17,US009411,20
AC8681065,2023-09-17,US138802,20
AC8668586,2023-09-17,US066558,60
AC8673488,2023-09-17,US154753,20
AC8688778,2023-09-17,US174560,900
AC8684721,2023-09-17,US081874,1250
AC8676992,2023-09-17,US054337,20
AC8648307,2023-09-17,US008494,20
AC8691928,2023-09-17,US005427,1500
AC8666214,2023-09-17,US093912,9800
AC8683992,2023-09-17,US168682,1200
AC8645990,2023-09-17,US134150,2400
AC8667678,2023-09-17,US056413,200
AC8679308,2023-09-17,US063242,50
AC8668679,2023-09-17,US164064,1250
AC8688647,2023-09-17,US141355,20
AC8650769,2023-09-17,US011278,105
AC8647353,2023-09-17,US164064,2000
AC8683924,2023-09-17,US151612,40
AC8684642,2023-09-17,US100866,10000
AC8655595,2023-09-17,US098371,600
AC8646429,2023-09-17,US098587,60
AC8681034,2023-09-17,US160125,1250
AC8634900,2023-09-17,US078092,20
AC8664382,2023-09-17,US164053,2500
AC8654914,2023-09-17,US101827,2500
AC8680480,2023-09-17,US134422,20
AC8640096,2023-09-17,US058887,1100
AC8640313,2023-09-17,US154675,1200
AC8641385,2023-09-17,US083717,100
AC8692562,2023-09-17,US083467,6000
AC8673624,2023-09-17,US159562,1250
AC8658523,2023-09-17,US125680,55
AC8642482,2023-09-17,US078581,600
AC8691226,2023-09-17,US173828,1250
AC8677296,2023-09-17,US117457,20
AC8676403,2023-09-17,US038024,2450
AC8675765,2023-09-17,US151612,140
AC8641079,2023-09-17,US168274,1250
AC8658560,2023-09-17,US149330,9800
AC8662616,2023-09-17,US022940,60
AC8674960,2023-09-17,US111979,50
AC8640856,2023-09-17,US125818,2500
AC8638827,2023-09-17,US173828,1500
AC8676582,2023-09-17,US102532,900
AC8647712,2023-09-17,US100593,60
AC8674110,2023-09-17,US036649,100
AC8646004,2023-09-17,US174527,50
AC8655433,2023-09-17,US163184,19500
AC8689373,2023-09-17,US133027,60
AC8669951,2023-09-17,US075607,110
AC8639597,2023-09-17,US098371,4500
AC8680294,2023-09-17,US117146,5000
AC8677907,2023-09-17,US134422,100
AC8637734,2023-09-17,US138437,475
AC8650305,2023-09-17,US018486,160
AC8661565,2023-09-17,US039767,20
AC8661932,2023-09-17,US134593,900
AC8646786,2023-09-17,US163012,20
AC8653682,2023-09-17,US082170,60
AC8679653,2023-09-17,US100593,20
AC8669889,2023-09-17,US075607,20
AC8676894,2023-09-17,US080986,2700
AC8659829,2023-09-17,US098835,40
AC8670149,2023-09-17,US111228,20
AC8677178,2023-09-17,US008496,50
AC8654308,2023-09-17,US062428,1500
AC8671897,2023-09-17,US063002,20
AC8675209,2023-09-17,US050935,20
AC8656065,2023-09-17,US174728,3500
AC8656463,2023-09-17,US122746,40
AC8662800,2023-09-17,US095266,3000
AC8689618,2023-09-17,US093912,12250
AC8645617,2023-09-17,US171628,1250
AC8641676,2023-09-17,US070234,20
AC8653729,2023-09-17,US058887,900
AC8659839,2023-09-17,US063473,100
AC8635928,2023-09-17,US063002,200
AC8674325,2023-09-17,US075607,20
AC8645570,2023-09-17,US175739,2500
AC8685244,2023-09-17,US120165,6250
AC8642270,2023-09-17,US078156,70
AC8683345,2023-09-17,US122746,20
AC8672405,2023-09-17,US146212,1250
AC8665800,2023-09-17,US008494,20
AC8689321,2023-09-17,US151873,60
AC8648538,2023-09-17,US128185,20
AC8679066,2023-09-17,US018486,50
AC8663278,2023-09-17,US125680,20
AC8682065,2023-09-17,US068212,100
AC8639511,2023-09-17,US143758,1250
AC8677891,2023-09-17,US100627,100
AC8653028,2023-09-17,US133027,200
AC8642850,2023-09-17,US077003,20
